,verb,translation,english_pos
2161,opknopen,hang,"['n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2162,tinkelen,tinkling,"['v', 's']"
2163,afreageren,to react,[]
2164,stelen,steal,"['n', 'n', 'v', 'v', 'v']"
2165,insemineren,inseminate,"['v', 'v']"
2166,dubbelchecken,double check,[]
2167,verbijten,to bite,[]
2168,atoomwapen,nuclear weapon,[]
2169,wagen,car,"['n', 'n', 'n', 'n', 'n']"
2170,gelen,yellows,"['n', 'v']"
2171,bedanken,to thank,[]
2172,verdubbelen,double,"['n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 's', 's', 's', 'a', 'a', 's', 's', 'r', 'r', 'r']"
2173,jokken,lying,"['n', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2174,jengelen,whine,"['n', 'v', 'v', 'v', 'v']"
2175,landen,Nations,"['n', 'n', 'n', 'n']"
2176,veredelen,breed,"['n', 'n', 'v', 'v', 'v', 'v']"
2177,doorzetten,persevere,['v']
2178,bekvechten,argue,"['v', 'v', 'v']"
2179,herzien,revise,"['n', 'v', 'v']"
2180,ronddolen,wander around,[]
2181,tapdansen,tap dancing,[]
2182,dichthouden,keep shut,[]
2183,rijten,rip,"['n', 'n', 'n', 'n', 'v', 'v', 'v', 'v']"
2184,afborstelen,brushing off,[]
2185,na-apen,copycat,['n']
2186,neuspeuteren,picking your nose,[]
2187,peinzen,meditate,"['v', 'v']"
2188,sloten,locks,"['n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2189,platbranden,burn down,[]
2190,vergieten,shedding,"['n', 'n', 'v', 'v', 'v', 'v']"
2191,vrijlaten,to release,[]
2192,meevechten,fight along,[]
2193,doorbijten,bite through,[]
2194,roteren,rotate,"['v', 'v', 'v', 'v', 'v', 'v']"
2195,doorbrengen,Spending time,[]
2196,goeddunken,discretion,"['n', 'n', 'n', 'n', 'n']"
2197,opofferen,sacrifice,"['n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v']"
2198,graveren,engraving,"['n', 'n', 'n', 'v', 'v', 'v', 'v']"
2199,zondigen,sin,"['n', 'n', 'n', 'n', 'n', 'n', 'v', 'v']"
2200,omkappen,hood down,[]
2201,zwabberen,swabbing,"['n', 'v', 'v']"
2202,opensnijden,cut open,[]
2203,wijzen,point,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2204,bemoederen,mother,"['n', 'n', 'n', 'n', 'n', 'v', 'v']"
2205,vormgeven,Shaping,"['n', 'n', 'v', 'v', 'v', 's']"
2206,wegsluipen,sneak off,[]
2207,berokkenen,harm,"['n', 'n', 'n', 'v']"
2208,takelen,hoist,"['n', 'v', 'v', 'v']"
2209,kosten,cost,"['n', 'n', 'n', 'v', 'v']"
2210,vergasten,regale,['v']
2211,duimen,fingers crossed,[]
2212,pluimen,plumes,"['n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v']"
2213,omleggen,divert,"['v', 'v', 'v', 'v']"
2214,scratchen,scratch,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2215,wrikken,pry,"['n', 'v', 'v', 'v', 'v']"
2216,samenspelen,play together,[]
2217,instellen,Set up,[]
2218,baren,to give birth,[]
2219,vervuilen,to pollute,[]
2220,inbegrepen,including,"['v', 'v', 'v', 'v']"
2221,toedekken,cover up,[]
2222,neerstorten,crash,"['n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2223,waden,wading,"['n', 'v', 'v', 'v']"
2224,terugrijden,drive back,[]
2225,autorijden,driving a car,[]
2226,bezegelen,seal,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v']"
2227,herkennen,recognize,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2228,escorteren,escort,"['n', 'n', 'n', 'n', 'v', 'v']"
2229,afbuigen,deflect,"['v', 'v', 'v', 'v', 'v']"
2230,beërven,inherit,"['v', 'v', 'v']"
2231,verdachten,suspects,"['n', 'n', 'v', 'v', 'v']"
2232,bewijzen,prove,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2233,bestraffen,to punish,[]
2234,verzwijgen,conceal,"['v', 'v']"
2235,uitzoeken,investigate,"['v', 'v']"
2236,autopapieren,car papers,[]
2237,binnenloodsen,pilots in,[]
2238,doorwerken,continue working,[]
2239,vallen,fall,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2240,grazen,grazing,"['n', 'n', 'v', 'v', 'v', 'v', 'v']"
2241,neutraliseren,neutralize,"['v', 'v', 'v', 'v', 'v', 'v']"
2242,bevochtigen,moisten,"['v', 'v']"
2243,opereren,to operate,[]
2244,verbrassen,to surprise,[]
2245,stuitbeen,coccyx,['n']
2246,rondtrekken,travel around,[]
2247,filmen,to film,[]
2248,werven,recruit,"['n', 'n', 'v', 'v', 'v']"
2249,kokhalzen,gag reflex,[]
2250,wonen,live,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'a', 'a', 'a', 's', 's', 's', 's', 's', 's', 's', 's', 'r']"
2251,bereiken,to achieve,[]
2252,grasmaaien,mowing,"['v', 'v']"
2253,gorden,gird,"['v', 'v', 'v']"
2254,zoemen,zoom,"['n', 'n', 'v', 'v', 'v']"
2255,dupliceren,duplicate,"['n', 'n', 'v', 'v', 'v', 'v', 's', 's']"
2256,ravotten,romp,"['n', 'n', 'n', 'v', 'v', 'v']"
2257,vergeten,to forget,[]
2258,gelden,apply,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2259,hondenharen,dog hair,[]
2260,inzien,view,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v']"
2261,trippelen,tripping,"['v', 'v', 'v', 'v', 'v', 's', 's']"
2262,vergaderen,meeting,"['n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2263,inprenten,imprint,"['n', 'n', 'n', 'n', 'n', 'v', 'v']"
2264,reactiveren,reactivate,['v']
2265,runnen,run,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2266,opsporen,track down,[]
2267,overschakelen,switch over,[]
2268,applaudisseren,applauding,"['v', 'v']"
2269,uitkafferen,cry out,[]
2270,wapenen,arm,"['n', 'n', 'n', 'n', 'n', 'n', 'v', 'v']"
2271,verneuken,screw up,[]
2272,toen,then,"['n', 's', 'r', 'r', 'r']"
2273,verhuizen,moving away,[]
2274,overgroeien,overgrow,"['v', 'v', 'v']"
2275,rotleven,bad life,[]
2276,afbellen,cancel,"['n', 'v', 'v', 'v', 'v', 'v']"
2277,opdrogen,dry up,[]
2278,bevochten,fought,"['v', 'v', 'v', 'v']"
2279,uitdijen,expanding,"['v', 'v', 'v', 'v', 'v', 'v', 'v']"
2280,villen,skinning,"['v', 'v', 'v', 'v']"
2281,klaarleggen,ready,"['n', 'v', 'v', 'a', 's', 's', 's', 's']"
2282,opruien,stir up,[]
2283,tjirpen,chirping,"['v', 'v']"
2284,roddelen,to gossip,[]
2285,laagvliegen,low flying,[]
2286,inslikken,ingestion,['n']
2287,losmaken,loosening,"['n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2288,terughalen,recall,"['n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2289,consumeren,to consume,[]
2290,omcirkelen,circle,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v']"
2291,uitroepen,call out,[]
2292,opmonteren,assemble,"['v', 'v', 'v']"
2293,inbreken,hack,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2294,burgerkleren,civilian clothes,[]
2295,binnenvallen,invade,"['v', 'v', 'v', 'v']"
2296,oplikken,licking up,[]
2297,sparen,save,"['n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2298,luieren,lazing around,[]
2299,tossen,flip a coin,[]
2300,ophangen,hang up,[]
2301,leiden,lead,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2302,peren,pears,"['n', 'n']"
2303,decoderen,decoding,"['n', 'v']"
2304,offeren,sacrifice,"['n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v']"
2305,inschattingsvermogen,judgment,"['n', 'n', 'n', 'n', 'n', 'n', 'n']"
2306,achtervolgen,Chase,"['n', 'n', 'n', 'v', 'v', 'v', 'v']"
2307,aaneenrijgen,string together,[]
2308,voorliegen,lie to,[]
2309,doorverkopen,resell,['v']
2310,resteren,remain,"['v', 'v', 'v', 'v']"
2311,poseren,pose,"['n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v']"
2312,ontzien,sparing,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 's']"
2313,adresseren,address,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2314,wurgen,strangle,"['v', 'v', 'v', 'v', 'v', 'v']"
2315,simuleren,simulate,"['v', 'v', 'v']"
2316,relativeren,perspective,"['n', 'n']"
2317,zakkenrollen,pickpocketing,[]
2318,fijnhakken,chop it up,[]
2319,sabbelen,sucking,"['n', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2320,vibreren,vibrate,"['v', 'v', 'v', 'v', 'v']"
2321,spotten,spotting,"['n', 'n', 'v', 'v', 'v', 'v', 'v', 'v']"
2322,toedienen,to administer,[]
2323,formaliseren,formalize,"['v', 'v']"
2324,wegspringen,jump away,[]
2325,freestylen,freestyling,[]
2326,horen,to hear,[]
2327,vuren,firing,"['n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2328,kramen,stalls,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2329,ijscowagen,ice cream truck,[]
2330,wegvegen,wipe away,[]
2331,rondhangen,hanging around,[]
2332,weeklagen,lamenting,"['v', 'v', 's']"
2333,verplegen,nursing,"['n', 'n', 'n', 'v', 'v', 'v', 'v', 'v']"
2334,loshalen,detach,"['v', 'v', 'v']"
2335,behelzen,include,"['v', 'v', 'v', 'v']"
2336,thuisbezorgen,home delivery,[]
2337,sjokken,trudge,"['n', 'v']"
2338,copuleren,copulate,['v']
2339,collageen,collagen,['n']
2340,voortbrengen,bring forth,[]
2341,afhouden,hold off,[]
2342,haten,hate,"['n', 'v']"
2343,bessen,berries,"['n', 'n', 'n', 'v']"
2344,doordrukken,push through,[]
2345,knipperen,blink,"['n', 'v', 'v', 'v']"
2346,oppassen,be careful,[]
2347,recapituleren,recapitulate,"['v', 'v', 'v']"
2348,afschaffen,abolish,['v']
2349,aanlijnen,leash,"['n', 'n', 'n', 'v']"
2350,schuimen,foaming,"['v', 's', 's']"
2351,vuurwapen,firearm,['n']
2352,stabiliseren,stabilize,"['v', 'v', 'v']"
2353,afranselen,whipping,"['n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 's']"
2354,ronddrijven,drifting around,[]
2355,verhelderen,clarify,"['v', 'v']"
2356,voortslepen,to drag on,[]
2357,verkruimelen,crumble,"['v', 'v', 'v']"
2358,omsmelten,melt down,[]
2359,lachen,laugh,"['n', 'n', 'n', 'v']"
2360,deactiveren,deactivate,"['v', 'v']"
2361,versturen,send,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2362,schrapen,scrape,"['n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v']"
2363,bijverdienen,earn extra money,[]
2364,blijven,stay,"['n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2365,opkopen,buy up,[]
2366,inkomen,income,['n']
2367,aftrappen,kick off,[]
2368,aandrijven,drive,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2369,fonduen,fondue,"['n', 'n']"
2370,stralen,shine,"['n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2371,trekken,to pull,[]
2372,aanrekenen,charge,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2373,verbreken,disconnect,"['n', 'v', 'v']"
2374,bedaren,calm,"['n', 'n', 'v', 'v', 'v', 'v', 's', 'a']"
2375,dralen,linger,"['v', 'v', 'v', 'v', 'v']"
2376,afkappen,truncate,"['v', 'v', 'v', 's']"
2377,optillen,lift,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2378,afvuren,to fire,[]
2379,mishandelen,mistreat,['v']
2380,bekoelen,cool down,[]
2381,vrijkomen,released,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2382,uitkrabben,scrape out,[]
2383,ontwijden,profane,"['v', 'v', 's', 'a', 's', 's']"
2384,weghollen,run away,[]
2385,inladen,loading,"['n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v']"
2386,verpesten,screw it up,[]
2387,rookwaren,smoking materials,[]
2388,opkrabbelen,scramble up,[]
2389,schatgraven,treasure digging,[]
2390,brassen,braising,"['n', 'v']"
2391,teruggooien,discard,"['n', 'n', 'n', 'v']"
2392,aangeboren,congenital,['s']
2393,raaskallen,raaskallen,[]
2394,mobiliseren,mobilize,"['v', 'v', 'v', 'v']"
2395,lukken,succeed,"['v', 'v']"
2396,erven,inherit,"['v', 'v', 'v']"
2397,tuinen,gardens,"['n', 'n', 'n', 'v']"
2398,verkneukelen,gloat,"['n', 'v', 'v']"
2399,behagen,please,"['v', 'v', 'v', 'r']"
2400,besproeien,spraying,"['n', 'n', 'n', 'v', 'v', 'v']"
2401,natmaken,make wet,[]
2402,afdrogen,dry,"['n', 'v', 'v', 'a', 's', 'a', 'a', 'a', 'a', 'a', 's', 's', 's', 's', 's', 's', 's', 's', 's']"
2403,verdoemen,damn,"['n', 'v', 's', 's', 'r']"
2404,belenen,pawn,"['n', 'n', 'n', 'n', 'v']"
2405,zwalken,to drift,[]
2406,openlaten,leave it open,[]
2407,uitsnijden,cut out,[]
2408,ongenoegen,displeasure,['n']
2409,bannen,banish,"['v', 'v', 'v', 'v']"
2410,ranselen,whip,"['n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v']"
2411,stormen,storms,"['n', 'n', 'n', 'v', 'v', 'v', 'v', 'v']"
2412,storten,deposit,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v']"
2413,versmallen,narrowing,"['n', 'n', 'n', 'v', 'v', 'v', 'v', 's', 's']"
2414,bemerken,notice,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v']"
2415,berekenen,calculate,"['v', 'v', 'v', 'v', 'v', 'v']"
2416,induiken,dive in,[]
2417,herwerken,rework,['v']
2418,kortwieken,trim,"['n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 's', 's', 's', 's']"
2419,afwenden,turn away,[]
2420,bedelen,beg,"['v', 'v', 'v', 'v']"
2421,uitzenden,to broadcast,[]
2422,ontkrachten,debunk,['v']
2423,schoolexamen,school exam,[]
2424,absorberen,absorb,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2425,dwarszitten,bother,"['n', 'n', 'v', 'v', 'v', 'v', 'v', 'v']"
2426,omrollen,roll over,[]
2427,boerentrien,peasant trien,[]
2428,pakken,to grab,[]
2429,zwerven,roam,['v']
2430,redden,to rescue,[]
2431,binnenwandelen,walk in,[]
2432,destabiliseren,destabilize,"['v', 'v']"
2433,bottelen,bottling,"['v', 'v']"
2434,opsnorren,whip up,[]
2435,inschrijven,register,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2436,aandragen,propose,"['v', 'v', 'v', 'v', 'v']"
2437,peddelen,paddle,"['n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v']"
2438,dichtritsen,zip up,[]
2439,kabbelen,rippling,"['n', 'v', 'v']"
2440,strooien,sprinkle,"['n', 'n', 'v', 'v', 'v', 'v']"
2441,afzuigen,suction,"['n', 'n', 'v', 'v']"
2442,koeken,cakes,"['n', 'n', 'n', 'v']"
2443,besteden,spend,"['v', 'v', 'v']"
2444,uithangen,hang out,[]
2445,maaien,mow,"['n', 'v', 'v']"
2446,rampetampen,disaster lamps,[]
2447,samenleven,living together,[]
2448,ontspringen,gush,"['n', 'n', 'v', 'v', 'v']"
2449,verschuilen,hide,"['n', 'n', 'v', 'v', 'v', 'v']"
2450,tv-kijken,watch TV,[]
2451,uitslapen,sleep in,[]
2452,dribbelen,dribble,"['n', 'n', 'n', 'v', 'v', 'v', 'v']"
2453,optrekken,pull up,[]
2454,losgooien,throw loose,[]
2455,schroeien,scorching,"['v', 'v', 'v', 'v', 'v', 's', 'r']"
2456,stuklopen,fail,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2457,rondspoken,haunt,"['n', 'v', 'v', 'v']"
2458,neersteken,stabbing,"['v', 'v', 'v', 's', 's']"
2459,reproduceren,reproduce,"['v', 'v', 'v', 'v']"
2460,verschrompelen,shrivel,"['v', 'v']"
2461,voorkruipen,to crawl forward,[]
2462,voederen,feeding,"['n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2463,mecanicien,mechanic,"['n', 'n', 's']"
2464,stijgen,rise,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2465,reflecteren,to reflect,[]
2466,handwapen,handgun,['n']
2467,toejuichen,applaud,"['v', 'v']"
2468,loshaken,unhooking,['v']
2469,betoveren,enchant,"['v', 'v', 'v']"
2470,langsrijden,drive by,[]
2471,berouwen,repent,"['v', 'v']"
2472,verplaatsen,move,"['n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2473,afzetten,drop off,[]
2474,verblinden,to blind,[]
2475,overmeesteren,overpower,"['v', 'v']"
2476,noemen,to mention,[]
2477,omwisselen,exchange,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v']"
2478,betonen,demonstrate,"['v', 'v', 'v', 'v']"
2479,repliceren,replicate,"['v', 'v', 'v']"
2480,namaken,counterfeiting,['v']
2481,tolereren,tolerate,"['v', 'v', 'v', 'v']"
2482,terugleggen,put back,[]
2483,terugvechten,fight back,[]
2484,vlammen,flames,"['n', 'v', 'v', 'v']"
2485,sjansen,sjansen,[]
2486,verraden,betray,"['v', 'v', 'v', 'v', 'v', 'v']"
2487,opdagen,show up,[]
2488,aftappen,draining,"['v', 'v', 'v', 'v', 's']"
2489,mollen,moles,"['n', 'n', 'n', 'n', 'n', 'n']"
2490,spreiden,to spread,[]
2491,kerstmorgen,Christmas morning,[]
2492,waarzeggen,divination,"['n', 'n', 'n']"
2493,afvragen,questioning,"['n', 'v', 'v', 'v', 'v', 'v', 's', 's', 's']"
2494,indrijven,drive in,[]
2495,touwklimmen,rope climbing,[]
2496,doorademen,breathe through,[]
2497,reserveren,to reserve,[]
2498,slaapwandelen,sleepwalking,"['n', 'v']"
2499,procederen,litigate,"['v', 'v']"
2500,uitbranden,burning out,[]
2501,natekenen,draw,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2502,wieden,weeding,['v']
2503,winkelen,shop,"['n', 'n', 'n', 'v', 'v', 'v', 'v']"
2504,blinken,shine,"['n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2505,aardvarken,Aardvark,['n']
2506,een,a,"['n', 'n', 'n', 'n', 'n', 'n', 'n']"
2507,saboteren,sabotage,"['n', 'v']"
2508,zenden,send,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2509,grauwen,snarl,"['n', 'n', 'n', 'v', 'v', 'v', 'v']"
2510,plannen,plan,"['n', 'n', 'n', 'v', 'v', 'v', 'v']"
2511,bijlappen,clapping,"['n', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2512,verschonen,changing,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 's']"
2513,overdragen,transfer,"['n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2514,doortrekken,continue,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2515,rondbanjeren,buzzing around,[]
2516,rouwen,mourn,"['v', 'v']"
2517,vervormen,deform,"['v', 'v', 'v', 'v', 'v', 'v']"
2518,bivakkeren,camp,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 's']"
2519,bevoorraden,to supply,[]
2520,omkatten,envelop,['v']
2521,mummificeren,mummify,"['v', 'v', 'v']"
2522,pissen,piss,"['n', 'n', 'v']"
2523,dwepen,rave,"['n', 'n', 'v', 'v', 'v']"
2524,afwentelen,passing on,[]
2525,herpakken,repacking,[]
2526,gladgeschoren,clean-shaven,['s']
2527,saven,save,"['n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2528,ontbijten,having breakfast,[]
2529,breien,to knit,[]
2530,teken,sign,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 's']"
2531,signeren,signing,"['n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2532,wegrukken,snatch away,[]
2533,uitademen,exhale,"['v', 'v']"
2534,medelijden,pity,"['n', 'n', 'n', 'v']"
2535,gokken,gamble,"['n', 'n', 'v', 'v']"
2536,uitklimmen,climbing out,[]
2537,onderzoeken,to research,[]
2538,confronteren,confront,"['v', 'v', 'v', 'v']"
2539,samenspannen,collude,['v']
2540,opnoemen,mention,"['n', 'n', 'n', 'v', 'v', 'v']"
2541,gemeen,mean,"['n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 's', 's', 's', 's', 's', 's', 's', 's']"
2542,verwerpen,reject,"['n', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2543,bijtellen,add,"['n', 'v', 'v', 'v', 'v', 'v', 'v']"
2544,ondernemen,to undertake,[]
2545,jachthaven,marina,['n']
2546,verpieteren,to die,[]
2547,prediken,preach,"['v', 'v']"
2548,strompelen,stumble,"['n', 'n', 'v', 'v', 'v', 'v']"
2549,aanvallen,to attack,[]
2550,vrijspreken,acquit,"['v', 'v']"
2551,reiken,to reach,[]
2552,lenen,to borrow,[]
2553,beroven,to rob,[]
2554,zeggen,say,"['n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2555,rondsnuffelen,poke around,[]
2556,uithouden,hold out,[]
2557,latten,slats,"['n', 'v', 'v']"
2558,afvallen,to lose weight,[]
2559,oprakelen,stir up,[]
2560,afroepen,calling,"['n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2561,bedenken,think up,[]
2562,geboren,born,"['n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'a', 's']"
2563,rondneuzen,poking around,[]
2564,evacueren,evacuate,"['v', 'v', 'v', 'v', 'v']"
2565,overrompelen,overwhelm,"['v', 'v', 'v', 'v']"
2566,dolen,wander,"['v', 'v', 'v', 'v', 'v']"
2567,halveren,halve,['v']
2568,verontschuldigen,excuse,"['n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v']"
2569,achttien,eighteen,"['n', 's']"
2570,opgeilen,get up,[]
2571,stilzwijgen,silence,"['n', 'n', 'n', 'n', 'v', 'v']"
2572,drammen,nagging,"['v', 'v', 'v', 's']"
2573,veranderen,change,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2574,betasten,groping,"['v', 'v', 'v', 's']"
2575,verkwanselen,squander,"['v', 'v']"
2576,doorhakken,cut through,[]
2577,oplappen,patch up,[]
2578,galopperen,galloping,"['v', 'v', 'v']"
2579,adopteren,to adopt,[]
2580,hielen,heels,"['n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v']"
2581,bedwingen,restrain,"['v', 'v', 'v', 'v', 'v']"
2582,leeghalen,clear out,[]
2583,leegdrinken,drink it out,[]
2584,laten,let,"['n', 'n', 'v', 'v', 'v', 'v', 'v', 'v']"
2585,uitloggen,log out,[]
2586,zaklopen,sack race,[]
