index,word,translation,tag
035112,accepteerden,accepted,WW
035113,aantroffen,saw,WW
035114,aanrukken,hang around,WW
035115,aangezeten,sittest,WW
035116,aandurft,dares,WW
035117,patel,patel,SPEC
035118,macedoniÎ,macedoniÎ,SPEC
035119,jefe,jefe,SPEC
035120,verpleegkundigen,nurses,ADJ
035121,spastisch,spastic,ADJ
035122,onrechtmatige,unlawful,ADJ
035123,onpasselijk,indisposed,ADJ
035124,obsessieve,obsessive,ADJ
035125,lichtvoetig,fleet-footed,ADJ
035126,letterlijke,literally,ADJ
035127,kwaden,evils,ADJ
035128,hondsdolle,rabid,ADJ
035129,goudkleurige,gold,ADJ
035130,goddelozen,wicked,ADJ
035131,gedisciplineerde,disciplined,ADJ
035132,echtelijk,conjugal,ADJ
035133,demonisch,demonically,ADJ
035134,betrekkelijk,comparatively,ADJ
035135,australisch,Australian,ADJ
035136,de_mexicaan,de_mexicaan,LID
035137,elroy,elroy,N
035138,zÈÈr,very,N
035139,zondaren,sinners,N
035140,zeebenen,sea ​​legs,N
035141,vlerk,wing,N
035142,verkeerslicht,traffic light,N
035143,uh-uh,uh-uh,N
035144,twinkies,twinkies,N
035145,toedracht,facts,N
035146,tirade,tirade,N
035147,sweatshirt,sweatshirt,N
035148,strijdwagen,chariot,N
035149,spaarvarken,piggy bank,N
035150,sik,goatee,N
035151,rotwereld,rotten world,N
035152,revers,lapel,N
035153,reparateur,repairer,N
035154,reclamespotjes,commercials,N
035155,rail,rail,N
035156,pirouette,pirouette,N
035157,overwicht,preponderance,N
035158,ontleding,decomposition,N
035159,neut,neut,N
035160,netnummer,area code,N
035161,mechanica,mechanics,N
035162,lederhosen,lederhosen,N
035163,landingen,landings,N
035164,kunstwereld,art world,N
035165,krakers,crackers,N
035166,kopieerapparaat,Photocopying,N
035167,klerenkast,closet,N
035168,kinkel,churl,N
035169,kerkklokken,church bells,N
035170,kentekenplaten,plates,N
035171,katers,hangovers,N
035172,kalmeermiddel,sedative,N
035173,infanteristen,infantry,N
035174,hype,hype,N
035175,heling,fencing,N
035176,golfballen,golf balls,N
035177,gedragscode,code of conduct,N
035178,gastenkamer,breakfast,N
035179,fanatisme,fanaticism,N
035180,drenkeling,drowning man,N
035181,donderslag,thunderclap,N
035182,dna-onderzoek,DNA research,N
035183,deurtje,door,N
035184,cartoons,cartoons,N
035185,cadeaubon,gift voucher,N
035186,bye-bye,bye-bye,N
035187,boswachters,foresters,N
035188,bankovervaller,bank robber,N
035189,babysitters,babysitters,N
035190,acteerlessen,acting lessons,N
035191,okÇ,OKC,SPEC
035192,moby,moby,SPEC
035193,merle,merle,SPEC
035194,lupo,lupo,SPEC
035195,harve,harve,SPEC
035196,gerber,gerber,SPEC
035197,gabby,gabby,SPEC
035198,crab,crab,SPEC
035199,arvin,arvin,SPEC
035200,sesamstraat,sesamstraat,SPEC
035201,railing,railing,SPEC
035202,potomac,potomac,SPEC
035203,please,please,SPEC
035204,paul_newman,paul_newman,SPEC
035205,mulholland,mulholland,SPEC
035206,mind,mind,SPEC
035207,metropolitan,metropolitan,SPEC
035208,mattheus,mattheus,SPEC
035209,jerry_lewis,jerry_lewis,SPEC
035210,desert,desert,SPEC
035211,australiÎrs,australiÎrs,SPEC
035212,audrey_hepburn,audrey_hepburn,SPEC
035213,440,440,TW
035214,zeveren,slaver,WW
035215,wedergeboren,born again,WW
035216,vertroebelen,muddle,WW
035217,uitgebroed,hatched,WW
035218,toewijzen,assign,WW
035219,sloopte,demolished,WW
035220,overbelasten,overload,WW
035221,omgehakt,cut down,WW
035222,mompel,rumble,WW
035223,lncorporated,lncorporated,WW
035224,leegpompen,pump,WW
035225,kerven,to carve,WW
035226,hoestte,coughing,WW
035227,hief,lifted,WW
035228,glinstert,glistens,WW
035229,getatoeÎerde,getatoeÎerde,WW
035230,gekruide,seasoned,WW
035231,gefabriceerd,fabricated,WW
035232,fluisterden,whispered,WW
035233,belicht,illuminated,WW
035234,afgezeken,put down,WW
035235,afbellen,call off,WW
035236,zilte,salty,ADJ
035237,de_graaf,the count,LID
035238,vogelboek,bird book,N
035239,kruisers,cruisers,N
035240,salvador,salvador,SPEC
035241,mr._taylor,mr._taylor,SPEC
035242,mccluskey,McCluskey,SPEC
035243,krypton,krypton,SPEC
035244,hongaren,Hungarians,SPEC
035245,copa,copa,SPEC
035246,amor,Cupid,SPEC
035247,zwarter,blacker,ADJ
035248,weledele,Esquire,ADJ
035249,stoffelijk_overschot,stoffelijk_overschot,ADJ
035250,reactionair,reactionary,ADJ
035251,murw,weary,ADJ
035252,keltische,celtic,ADJ
035253,deeltijds,part-time,ADJ
035254,behoeftigen,needy,ADJ
035255,ballistische,ballistic,ADJ
035256,samba,samba,N
035257,lilliputters,Lilliputian,N
035258,eisers,prosecutors,N
035259,wijnstok,vine,N
035260,wervelstorm,tornado,N
035261,struisvogels,ostriches,N
035262,roodborstje,robin,N
035263,reservoirs,reservoirs,N
035264,pizza_hut,pizza_hut,N
035265,legaat,bequest,N
035266,kiezer,voter,N
035267,kersentaart,cherrypie,N
035268,hobo,oboe,N
035269,groepsseks,group sex,N
035270,ezeltje,burro,N
035271,catwalk,catwalk,N
035272,zuurstofgebrek,anoxia,N
035273,zonderjou,without you,N
035274,vrachtbrief,shipping documents,N
035275,vice-voorzitter,Vice President,N
035276,verrassingsfeestje,surprise party,N
035277,valluik,trapdoor,N
035278,traagheid,slowness,N
035279,strandwacht,guard,N
035280,staflid,staffer,N
035281,sponzen,sponges,N
035282,snikkel,cock,N
035283,sjaals,scarves,N
035284,schildklier,thyroid,N
035285,schijtlijster,shit thrush,N
035286,samensmelting,merger,N
035287,rotjes,firecrackers,N
035288,ritsen,scribe,N
035289,portemonnees,purses,N
035290,platinum,platinum,N
035291,pesticiden,pesticides,N
035292,onderzoekscentrum,research Center,N
035293,nacho's,Nachos,N
035294,mirre,myrrh,N
035295,lntel,lntel,N
035296,kwartels,quail,N
035297,kerstverhaal,Christmas story,N
035298,hoelaat,what time,N
035299,helicopters,helicopters,N
035300,goededag,good day,N
035301,geestestoestand,state of mind,N
035302,geestenwereld,spirit world,N
035303,gedenkteken,memorial,N
035304,ex-gedetineerde,ex-convict,N
035305,duivelin,devil,N
035306,denkbeelden,views,N
035307,centrifuge,centrifuge,N
035308,cartoon,cartoon,N
035309,broer's,brother's,N
035310,bekering,conversion,N
035311,auditorium,audience,N
035312,attaque,attack,N
035313,aftelling,countdown,N
035314,olmo,olmo,SPEC
035315,rj,rj,SPEC
035316,karla,karla,SPEC
035317,emery,Emery,SPEC
035318,calder,calder,SPEC
035319,bobbi,bobbi,SPEC
035320,adrienne,Adrienne,SPEC
035321,yu,yu,SPEC
035322,pollock,pollock,SPEC
035323,mcgregor,mcGregor,SPEC
035324,cardassiÎ,cardassiÎ,SPEC
035325,bowden,Bowden,SPEC
035326,obi-wan_kenobi,Obi-wan_kenobi,SPEC
035327,johnny_cash,johnny_cash,SPEC
035328,dolan,dolan,SPEC
035329,boulder,boulder,SPEC
035330,yuki,yuki,SPEC
035331,valente,valent,SPEC
035332,trinidad,trinidad,SPEC
035333,sara_tancredi,sara_tancredi,SPEC
035334,prometheus,Prometheus,SPEC
035335,monterey,monterey,SPEC
035336,manilla,Manila,SPEC
035337,livingston,livingston,SPEC
035338,l._a.,la.,SPEC
035339,guitar,guitar,SPEC
035340,camp_david,camp_david,SPEC
035341,bruce_willis,bruce_willis,SPEC
035342,vaderdag,Day,SPEC
035343,ugh,ugh,SPEC
035344,surrey,surrey,SPEC
035345,robert_hawkins,robert_hawkins,SPEC
035346,qui,qui,SPEC
035347,pelt,peels,SPEC
035348,jimmy_carter,jimmy_carter,SPEC
035349,hold,hold,SPEC
035350,clarks,clarks,SPEC
035351,british,british,SPEC
035352,bette_davis,bette_davis,SPEC
035353,bern,bern,SPEC
035354,999,999,TW
035355,601,601,TW
035356,13,13,TW
035357,10,10,TW
035358,annex,annex,VZ
035359,spijbelde,truant,WW
035360,kamde,combed,WW
035361,red_john,red_john,SPEC
035362,alva,Alva,SPEC
035363,wisselaar,changer,N
035364,roper,roper,SPEC
035365,o'connell,o'connell,SPEC
035366,mark_antony,mark_antony,SPEC
035367,frye,frye,SPEC
035368,derry,derry,SPEC
035369,braca,Braca,SPEC
035370,trojaanse,trojan,ADJ
035371,presidentiele,presidential,ADJ
035372,hindoe,Hindu,ADJ
035373,boliviaanse,Bolivian,ADJ
035374,15-jarige,15 year-old,ADJ
035375,opaal,opal,N
035376,legionairs,legionaries,N
035377,goa'uld,goa'uld,N
035378,after-party,after-party,N
035379,saab,saab,N
035380,mr_anderson,mr_anderson,N
035381,Ô,O,N
035382,zuurstoftoevoer,oxygenation,N
035383,vino,vino,N
035384,uitvaartcentrum,funeral,N
035385,toverstok,wand,N
035386,tafeltennis,table tennis,N
035387,spreeuw,starling,N
035388,skinhead,skinhead,N
035389,schnitzel,schnitzel,N
035390,riffen,reefs,N
035391,puta,puta,N
035392,plaaggeest,tease,N
035393,olievlek,oil slick,N
035394,massamoorden,massacres,N
035395,koolmonoxide,carbon monoxide,N
035396,kledingkast,wardrobe,N
035397,hoofdpoort,main gate,N
035398,hoofdingenieur,chief engineer,N
035399,hangslot,padlock,N
035400,glazenwasser,window washer,N
035401,flamenco,flamenco,N
035402,dichteres,poetess,N
035403,decibel,decibel,N
035404,corporatie,corporation,N
035405,consortium,consortium,N
035406,conrector,conrector,N
035407,bieten,beets,N
035408,belagers,attackers,N
035409,ballerina's,ballerinas,N
035410,alsofje,like you,N
035411,peyrac,Peyrac,SPEC
035412,laramie,laramie,SPEC
035413,stef,stef,SPEC
035414,rollo,blind,SPEC
035415,petersen,petersen,SPEC
035416,lightning,lightning,SPEC
035417,unser,unser,SPEC
035418,trina,trina,SPEC
035419,spivey,spivey,SPEC
035420,roslin,roslin,SPEC
035421,ludlow,ludlow,SPEC
035422,jaffa,jaffa,SPEC
035423,graves,graves,SPEC
035424,finley,finley,SPEC
035425,concord,concord,SPEC
035426,clc,clc,SPEC
035427,tacoma,tacoma,SPEC
035428,t-rex,t-rex,SPEC
035429,oost-afrika,East Africa,SPEC
035430,melinda_gordon,melinda_gordon,SPEC
035431,johannes_de_doper,John the Baptist,SPEC
035432,jiddisch,Yiddish,SPEC
035433,flagstaff,flagstaff,SPEC
035434,eight,eight,SPEC
035435,eddie_murphy,eddie_murphy,SPEC
035436,cajun,cajun,SPEC
035437,bonita,bonita,SPEC
035438,bells,bells,SPEC
035439,aberdeen,aberdeen,SPEC
035440,gebalsemd,embalmed,WW
035441,verna,verna,SPEC
035442,neutron,neutron,SPEC
035443,ddr,dDR,SPEC
035444,whit,whit,N
035445,lux,lux,N
035446,neels,neels,SPEC
035447,moreland,more land,SPEC
035448,kurtz,kurtz,SPEC
035449,constantino,constantino,SPEC
035450,racers,racers,N
035451,gˆring,gring,N
035452,dessler,dessler,N
035453,chiropractor,chiropractor,N
035454,betoveringen,enchantments,N
035455,tweety,tweety,SPEC
035456,shauna,shauna,SPEC
035457,dachau,dachau,SPEC
035458,waardevolste,most valuable,ADJ
035459,sullig,sheepish,ADJ
035460,smaakvolle,tasteful,ADJ
035461,regerend,governing,ADJ
035462,onvermoeibaar,tireless,ADJ
035463,onoverkomelijk,insurmountable,ADJ
035464,onfatsoenlijke,indecent,ADJ
035465,onbevredigend,unsatisfactory,ADJ
035466,onbeholpen,shiftless,ADJ
035467,minuscuul,tiny,ADJ
035468,menige,many,ADJ
035469,kersverse,newly,ADJ
035470,immorele,immoral,ADJ
035471,iers,Irish,ADJ
035472,hoogsteigen,very own,ADJ
035473,gevaarlijk.,dangerous.,ADJ
035474,gerenommeerde,reputable,ADJ
035475,gemeens,in common,ADJ
035476,gelijkaardige,similar,ADJ
035477,gammele,rickety,ADJ
035478,defensieve,defensive,ADJ
035479,clandestien,clandestinely,ADJ
035480,binnenskamers,indoors,ADJ
035481,behoeftige,needy,ADJ
035482,alwaar,where,BW
035483,hyperaandrijving,hyperdrive,N
035484,hightower,hightower,N
035485,dr._stegman,dr._stegman,N
035486,toendra,tundra,N
035487,queeste,quest,N
035488,lcarus,lcarus,N
035489,zenuwcentrum,nerve center,N
035490,zelfcontrole,self control,N
035491,zakenleven,business life,N
035492,wereldbeeld,worldview,N
035493,wasverzachter,fabric softener,N
035494,wanhoopsdaad,act of despair,N
035495,vier.,four.,N
035496,vernis,varnish,N
035497,tussenpozen,intervals,N
035498,trainingsprogramma,training program,N
035499,stuwkracht,momentum,N
035500,stinkhol,shithole,N
035501,statiegeld,deposit,N
035502,staat.,state.,N
035503,s'morgens,in the morning,N
035504,rondleidingen,tours,N
035505,recorders,recorders,N
035506,ravijnen,ravines,N
035507,radius,radius,N
035508,publicaties,publications,N
035509,profiteur,profiteer,N
035510,privÈ-gesprek,private conversation,N
035511,perioden,periods,N
035512,parades,parades,N
035513,paperassen,papers,N
035514,paartje,pair,N
035515,overweging,consideration,N
035516,ouwetje,grimalkin,N
035517,oordopjes,Earphones,N
035518,ontbering,hardship,N
035519,omes,omes,N
035520,naÔviteit,naÔviteit,N
035521,middagje,afternoon,N
035522,mensenheugenis,immemorial,N
035523,mazen,mesh,N
035524,lelijkerds,Ugly,N
035525,kwaad.,pissed off.,N
035526,krop,head,N
035527,koelte,coolness,N
035528,knalfeest,blast,N
035529,klotebaan,fucking job,N
035530,kenau,shrew,N
035531,input,input,N
035532,idioot.,idiot.,N
035533,hoogseizoen,peak season,N
035534,hoofdletters,capital letters,N
035535,hoekjes,corners,N
035536,herrees,resurrected,N
035537,haverklap,every turn,N
035538,halsmisdaad,capital crime,N
035539,grensgebied,border,N
035540,gezicht.,face.,N
035541,gedaanten,shapes,N
035542,gastenboek,guestbook,N
035543,fotootje,picture,N
035544,deugnieten,rascals,N
035545,brievenbussen,mailboxes,N
035546,bravoure,bravado,N
035547,bloedspatten,bloodstains,N
035548,bierdopje.,beer cap.,N
035549,beoordelingsvermogen,judgment,N
035550,arrivederci,arrivederci,N
035551,altljd,altljd,N
035552,afronding,completion,N
035553,bullwinkle,bullwinkle,SPEC
035554,drusilla,drusilla,SPEC
035555,mr._simpson,mr._simpson,SPEC
035556,kommandant,commander,SPEC
035557,hobbits,hobbits,SPEC
035558,walter_bishop,walter_bishop,SPEC
035559,ramÛn_salazar,ramÛn_salazar,SPEC
035560,meat,meat,SPEC
035561,jean-paul,jean-paul,SPEC
035562,holloway,holloway,SPEC
035563,hanks,hanks,SPEC
035564,foxy,foxy,SPEC
035565,coltrane,coltrane,SPEC
035566,chuck_bartowski,chuck_bartowski,SPEC
035567,alan_milliken,alan_milliken,SPEC
035568,zelf.,self.,SPEC
035569,lntelligence,lntelligence,SPEC
035570,ghandi,ghandi,SPEC
035571,dus.,So.,SPEC
035572,aagje,aagje,SPEC
035573,'30,'30,SPEC
035574,zevenendertig,thirty seven,TW
035575,560,560,TW
035576,183,183,TW
035577,179,179,TW
035578,157,157,TW
035579,8,8,TW
035580,ingeval,in case,VG
035581,mijns,my s,VNW
035582,alleman,everyone,VNW
035583,in_de_gelegenheid,in the occasion,VZ
035584,als_gevolg_van,as a result of,VZ
035585,zalft,anoints,WW
035586,weken_later,weken_later,WW
035587,wegsnijden,cut,WW
035588,weerklinken,resound,WW
035589,verzuimd,failed,WW
035590,verzorgden,cared,WW
035591,verziekte,diseased,WW
035592,verwerkte,processed,WW
035593,uitwassen,wash,WW
035594,uitstijgen,alight,WW
035595,uithing,was hanging,WW
035596,uitgeladen,unloaded,WW
035597,tovert,conjures,WW
035598,toebedeeld,assigned,WW
035599,telden,counted,WW
035600,teistert,afflicting,WW
035601,tegenvalt,disappoints,WW
035602,spijbel,truant,WW
035603,slopend,backbreaking,WW
035604,schonken,donated,WW
035605,rooft,robs,WW
035606,rondwaart,haunts,WW
035607,rijgen,lace,WW
035608,ranselen,flog,WW
035609,pijnigt,torture,WW
035610,piest,pees,WW
035611,peppen,boost,WW
035612,overstijgen,transcending,WW
035613,organiseerden,organized,WW
035614,opzuigt,sucks,WW
035615,opvoedt,educates,WW
035616,optilt,lifts,WW
035617,opstapt,walking out,WW
035618,opsloten,imprisoned,WW
035619,opgekropte,pent,WW
035620,ongegronde,unfounded,WW
035621,ondergedompeld,submerged,WW
035622,onbestraft,unpunished,WW
035623,neerkwam,amounted,WW
035624,mompelt,mutters,WW
035625,mepte,slapped,WW
035626,meegevraagd,meegevraagd,WW
035627,masseert,massages,WW
035628,maskeren,mask,WW
035629,makken,makken,WW
035630,lijdend,suffering,WW
035631,lezen.,read.,WW
035632,laten.,leave.,WW
035633,lanterfanten,idle,WW
035634,kwijlde,drooled,WW
035635,krabbelde,scratched,WW
035636,knuffelde,hugged,WW
035637,kennen.,know.,WW
035638,intimideert,bullies,WW
035639,instuderen,rehearse,WW
035640,inplannen,schedule,WW
035641,inpikt,snaps up,WW
035642,ingedekt,hedged,WW
035643,infiltreerde,infiltrated,WW
035644,herleid,reduced,WW
035645,goedkomt,will be fine,WW
035646,geÔnterpreteerd,geÔnterpreteerd,WW
035647,gescheeld,gescheeld,WW
035648,generen,generate,WW
035649,gelimiteerd,limited,WW
035650,geknoopt,knitted,WW
035651,gekeeld,throat cut,WW
035652,gegild,screamed,WW
035653,gedold,gedold,WW
035654,gebreid,knitted,WW
035655,fleuren,brighten,WW
035656,filosoferen,philosophize,WW
035657,experimenteerden,experimented,WW
035658,elimineert,eliminates,WW
035659,dwarsliggen,jamming,WW
035660,dwarsboomt,thwarts,WW
035661,droogde,dried,WW
035662,doorstond,withstood,WW
035663,doorkrijgen,pick up on,WW
035664,dingen.,things.,WW
035665,dichtknijpen,squint,WW
035666,bukt,bends,WW
035667,boven.,above.,WW
035668,bloeiend,flowering,WW
035669,binnenliet,were ringing,WW
035670,bijdraagt,contributes,WW
035671,bezorgden,gave,WW
035672,beziggehouden,kept busy,WW
035673,bevuild,soiled,WW
035674,bevocht,fought,WW
035675,betuttelen,patronize,WW
035676,besteel,Pickpocket,WW
035677,bespringt,pounces,WW
035678,beschilderen,paint,WW
035679,beneveld,misted,WW
035680,bedonder,bedonder,WW
035681,afstammen,descend,WW
035682,aflikken,lick,WW
035683,afkeurend,disapprovingly,WW
035684,afgereisd,traveled,WW
035685,aansturen,driving,WW
035686,aanmoet,worrying stalemate,WW
035687,aanmoedigt,encouraging,WW
035688,aankleedt,dresses,WW
035689,aangewakkerd,fueled,WW
035690,aangereikt,handed,WW
035691,aait,strokes,WW
035692,welbekende,known,ADJ
035693,vijfjarige,five years,ADJ
035694,truttig,frumpy,ADJ
035695,seksueels,sexual in,ADJ
035696,puberale,pubertal,ADJ
035697,psychedelische,psychedelic,ADJ
035698,opwekkend,stimulant,ADJ
035699,onderontwikkeld,fogy,ADJ
035700,metafysische,metaphysical,ADJ
035701,medicinale,medicated,ADJ
035702,laaghartige,abject,ADJ
035703,kwaadaardigs,evil aardigs,ADJ
035704,kosjer,kosher,ADJ
035705,humane,human,ADJ
035706,humaan,humane,ADJ
035707,hechter,closer,ADJ
035708,getrouw,faithful,ADJ
035709,gerede,finished,ADJ
035710,excellente,excellent,ADJ
035711,epische,epic,ADJ
035712,buitenechtelijk,out of wedlock,ADJ
035713,24ste,24th,ADJ
035714,14-jarige,14 year old,ADJ
035715,halfvier,half past three,BW
035716,zodatje,so you,N
035717,zandbank,sandbank,N
035718,wuif,featherbrained,N
035719,vrouwenwerk,women's work,N
035720,veldbed,camp bed,N
035721,vechtsporten,martial Arts,N
035722,twintigje,twintigje,N
035723,toevalligheid,accident,N
035724,tijgerin,tigress,N
035725,tegenhanger,counterpart,N
035726,tasjes,bags,N
035727,spruit,sprout,N
035728,sprekers,speakers,N
035729,slijmballen,slime balls,N
035730,singles,singles,N
035731,sekreet,privy,N
035732,schatje.,baby.,N
035733,rumoer,noise,N
035734,roggebrood,Rye bread,N
035735,presse-papier,paperweight,N
035736,pondjes,pounds,N
035737,pianiste,pianist,N
035738,overredingskracht,persuasion,N
035739,orgieÎn,orgieÎn,N
035740,opstandelingen,insurgents,N
035741,opmaak,layout,N
035742,ontstekingsmechanisme,igniter,N
035743,ontstekingen,inflammations,N
